"label","headline"
"0"," Sinasabi ng mga abogado na ang Kongreso lamang ang maaaring magtanggal ng mga impeachable na opisyal"
"0"," Magpataw ng moratorium sa pagbibigay ng permit sa mga bagong casino – Poe"
"0"," Duterte: Walang pag-uusap sa Reds kung magpapatuloy sila sa pag-atake"
"0"," Pinangunahan nina Piñol, Villar ang paglulunsad ng BASIL sa Laguna"
"0"," Magpapatuloy ang pag-ulan ng monsoon; 6 na namatay ang naiulat sa pagbaha"
"0"," 4,159 pamilya ang lumikas sa Marikina habang tumataas ang tubig sa ilog"
"0"," 19 na nabakunahang bata ay nagkakaroon pa rin ng dengue"
"0"," Si dating Agriculture Secretary Alcala, 23 iba pa ay nahaharap sa paglilitis sa graft"
"0"," Pinalaya ng pang-aabuso ang 2 pang bihag"
"0"," Ang bill ng bahay ay malamang na hindi magpapadala ng mga bata sa bilangguan"
"0"," Imee, 'Ilocos 6' humingi ng proteksyon sa SC"
"0"," Lagman: Sereno hindi kailangang dumalo sa impeach hearing"
"0"," Isang kagubatan sa bawat brgy sa Cabucgayan, Samar"
"0"," Bahagyang tumitindi ang 'Josie', nagbabanta sa mga lalawigan ng Ilocos"
"0"," Ang mga senador ay may 2nd thoughts sa muling pagbubukas ng SAF 44 inquiry"
"0"," Gusto ni Duterte na magkaroon ng mas malaking saklaw at mas kapangyarihan ang PCGG"
"0"," Senado na ipagpatuloy ang budget hearings"
"0"," 3 tuyong rosas ang natagpuan sa patay na SAF trooper"
"0"," Nag-aalok ang mga vendor ng mga anting-anting sa panahon ng 'Tokhang'"
"0"," Sinimulan ng mga solon ang pagsasama-sama ng 4 na iminungkahing bersyon ng BBL"
"0"," Pinuri ng Greenpeace ang Senado dahil sa buwis sa karbon"
"0"," Coloma eyed for CSC, Aguinaldo for COA"
"0"," Ang limitasyon ng pananagutan sa kriminal ay nagbubunga ng 'mas' bata na nagkasala"
"0"," Puting Pasko sa Baguio"
"0"," Sinuspinde ng LTFRB ang jeepney operator dahil sa killer crash"
"0"," Nakamamatay na Pasko sa kalsada: 30 patay"
"0"," House okay 4-day workweek scheme"
"0"," Bagong DOJ chief na susuriin ang bid ng state witness ni Napoles"
"0"," Naapektuhan ng DQ cases ang rating ko, sabi ni Poe"
"0"," Ang US, Pilipinas ay may hawak na paglilisensya sa tabletop exercise"
"0"," 'Lumad' plea: Magtayo, huwag bombahin, ang ating mga paaralan"
"0"," Villar keynotes agriculturists' summit sa Naga"
"0"," Duterte handang mag-recruit ng mga rebelde para labanan ang terorismo; Alok ni Nur sa mga lalaki"
"0","'Pinakamalaking Acacia canopy sa mundo' na nanganganib sa Puerto Princesa"
"0","Na-salvage ang plastic container na may hinihinalang 'shabu' sa Pangasinan"
"0"," Kinuha ng mga sundalo ang 2 kampo ng NPA sa Kalinga"
"0"," Duterte OK na ang P3.35-trillion budget"
"0"," Gusto ng gobyerno na muling arestuhin si Red"
"0"," Duterte: Hindi maisasakatuparan ang batas militar, maghahati lang sa bansa"
"0"," Sinasabi ng pinuno ng mga magsasaka ng tabako na nakakakuha ng mga banta sa kamatayan"
"0"," Isinara ng South Korea ang eksibisyon ng 84-taong-gulang na makata sa gitna ng mga pag-aangkin ng sexual harassment"
"0"," Pinili ng Comelec si Lim bilang acting chief"
"0"," Binatikos ni Duterte si De Lima"
"0"," Ibinalik ni Duterte ang death penalty para mapabilis ang mga OFW executions"
"0"," Umaasa ang opisyal ng Labor dep't na pipirmahan ni Duterte ang EO"
"0"," Nanawagan ang dating alkalde para sa pagrepaso ng mga patakaran sa mga prangkisa ng STL"
"0"," Nangangamba ang mga tagasuri ng karapatan ng UN para sa Mindanao"
"0"," Joma: Hindi sasali ang NDFP sa pampublikong konsultasyon ng gobyerno sa usapang pangkapayapaan"
"0"," Inihanda na ang mga kasong kriminal laban sa mga umano'y responsable sa nakamamatay na sunog sa NCCC Mall"
"0"," Ika-3, huling batch na sinisingil para sa baboy sa mga NGO ni Napoles"
"0"," Aquino, Binay approval ratings ay bumaba sa pinakabagong poll"
"0"," Hahayaan ba ng mga lumang pols si Bato na tumalon sa linya?"
"0"," Ang 'Tokhang' ay 2018 Word of the Year"
"0"," Pinasinayaan ng DTI ang bagong Negosyo Center sa Siquijor"
"0"," Nagbabala ang mga nagpoprotesta sa Black Friday laban sa karahasan"
"0"," PNP chief: Trust us, we value life"
"0"," Inilatag sa QC ang Nobel Laureate na si Richard Heck"
"0"," Matitinding hamon ang hinaharap sa panibagong pagsisimula ng Boracay"
"0"," Wala pa ring kaliwanagan sa Rizal cop na iniugnay sa mga Maute fighter sa Marawi"
"0"," Sa Malaman: Ang mga LGU ay bukas-palad na nagbibigay sa mga pamilya ng SAF commandos"
"0"," Mga Pilipinong nawalan ng trabaho sa artificial intelligence? Nag-aalala si Bam Aquino"
"0"," Deal: Marcos burial sa Ilocos"
"0"," Sandigan itinigil ang paglilitis laban sa dating opisyal ng MWSS"
"0"," Ang SolGen ay nagmamay-ari pa rin ng security firm"
"0"," Maging si Pangulong Duterte ay hindi kayang labanan ang malaking premyo ng Ultra Lotto"
"0"," 'Handa kaming harapin ang pagsisiyasat ng droga ni Duterte'"
