"label","headline"
"1"," Ang Blogger ay nag-lecture kay Senator Hontiveros tungkol sa tunay na dahilan kung bakit pinagbawalan ang Rappler na mag-operate ng SEC"
"0"," Ang mga iskolar ng Islam ay nagbabala laban sa mga masusunog na pahayag"
"1"," MCDONALD'S AY MAGHAHATID NA NG ALMUHAN BUONG ARAW; MGA RESIDENTE AT TURISTA NG HAWAII NA MAGTULONG NG PROTESTA"
"1"," Ibinasura ng Korte ng Distrito ang Isang Bilang ng Libel na Deta ni Jover Laurio laban kay Franco Mabanta"
"1"," Manny Pacquiao Sa Senado: Patunay na Tulala ang mga Pinoy"
"0"," Dalawa pang opisyal ang sinibak ni Duterte dahil sa katiwalian; nagpapaalala sa mga manggagawa sa gobyerno na igalang ang mga employer"
"0"," Mga bayani ng Pasko: Nilaktawan ng mga manggagawa ang mga pista opisyal upang pagsilbihan ang mga taganayong Moro na nasalanta ng kalamidad"
"1"," 'INFERNO' MAGSIMULA NG PAGSILIKU SA ABRIL; FILM CREW BANNNED SA MAYNILA"
"0"," 'Impeach complaint sapat sa form'"
"1"," Trump Nais Ipagbawal ang mga Imigrante Mula sa Pilipinas; Nais ng mga Botante ng FilAm na Maghatid ng Zero Votes Para kay Trump"
"1"," Sa Hawaii, Walang 'Aloha' Spirit Para kay Donald Trump"
"1"," Ang Reaksyon ni Vice Ganda sa 'Na-ano Lang' Controversy ni Tito Sotto"
"0"," Nationwide job fair sa Mayo 1"
"1","Pilipinas Umaasa Para sa Isang World Record: Isang Babaeng Pangulo At Pangalawang Pangulo"
"1"," Bong Go Unmuted!"
"1"," HALLMARK KINAKAHARAP SA COPYRIGHT LAWSUIT AT MGA KASINGIL NG HOMOPHOBIA SA “DECK THE HALLS”"
"1"," Bumili Lang si Donald Trump ng Miss America Pageant Para Maisara Niya Ito"
"0"," Ang anak ng pedicab driver ay nakakuha ng 3rd spot sa mechanical engineering licensure exam"
"1"," Nagdeklara ang gobyerno ng 'all-out-war' laban sa CPP-NPA-NDF"
"1"," Mas malamang na lumabas si Andy Bautista pagkatapos ng kidnapping stunt ni Hontiveros"
"1"," Gusto nina Senador Aquino at Hontiveros ng Mas Mahigpit na Parusa Para sa Pangingisda"
"0"," Ipinagmamalaki ng opisyal ng Taiwan ang magkatuwang na ugnayan sa pagitan ng Maynila at Taipei"
"1"," Bakit dapat bumaba si Duterte para bigyang daan si Leni"
"0"," DILG sa local govt units: Magdaos ng federalism forums"
"1"," Si VP Robredo ay tumatawag bilang “her excellency”, ngunit sinabi ng mga netizens na ang titulo ay para lamang sa Pangulo"
"1"," TERITORIAL DISPUTE: CHINA NAGPAPALA NG WATER CANNONS SA MGA MANGINGISDA NG PILIPINAS; NAGBALIK ANG MGA PILIPINO"
"0"," Si Duterte ay gumaganap bilang Santa sa PSG"
"1"," Netizen writes open letter to NUJP: “ANONG NAGAWA NYO SA BAYAN? MAY TIWALA PA BA ANG BAYAN SA INYO? “"
"1"," Mga rebelde ngayon, mga bayani ng bukas: Laki pa kaya ang mga Pilipino?"
"1"," Ang “Press freedom” ay pinatay ng KATAMARAN ng Pilipino at hindi ng gobyerno ng Pilipinas"
"0"," Tinawag ng SolGen na hypocrite si De Lima, binanggit ang warrant case laban kay Arroyo"
"0"," Ang mga lalaking inaresto sa Starbucks ay nagsasabing natatakot sila para sa kanilang buhay"
"0"," 87 ang nasaktan nang tumama ang barko sa rock formation sa Romblon"
"0"," Mga rebeldeng NPA na nakipag-dinner sa mga 'impostor' ni Duterte"
"1"," Ang politiko ng Taiwan ay nangangampanya para sa halalan at narito kung bakit niya ginagamit si Duterte"
"0"," Tanong ni Aquino: Be more generous with clemency"
"1"," Pangulong Duterte ng Pilipinas Sa Foreign Media: 'Niloko Kita Muli!'"
"0"," Walang komento si Aquino ngunit ang iba ay nadismaya"
"0"," DOJ OK, krimen raps vs trader Bangayan"
"1"," YMCA SHOCKED SA RESULTA NG MEMBER SURVEY NITO"
"1"," Kris Aquino: My Father Died For Japan"
"0"," 'Paoay Kumakaway!' ang tatak ng turismo ay umaakit ng mas maraming turista sa Ilocos Norte"
"0"," Araw ng Kalayaan ng Uganda"
"1"," PAG-UPDATE: LUMONG SA MATH si DONALD TRUMP PARA SOLUSYON ANG ILLEGAL IMMIGRATION"
"1"," Ang Pagpapakita ni Fidel Ramos sa EDSA People Power Anniversary ay Nagtaas ng mga Tanong Tungkol sa Kanyang Mental State"
"1"," NAGBABAGANG BALITA! ARREST WARRANT PARA SERBIHAN LABAN KAY SENATOR TRILLANES!"
"1"," Ang Billboard ng Makati Avenue ay Aksidenteng Nag-stream ng Hindi Naaangkop na Video"
"1"," Ang Talumpati ni Leni Robredo sa London School Of Economics ay Lukewarmly Natanggap"
"1"," Hinarang ni Duterte si De Lima sa Facebook Matapos I-like ni De Lima ang Kanyang Larawan"
"0"," Iniulat ni Gordon ang mga pahiwatig ng 'napulitika' na pagdinig"
"0"," Layunin ng Japan missile defense drill na mabawasan ang pag-aalala sa banta ng N. Korean"
"0","Nagbukas ang Dagupan ng 3-palapag na evacuation center para sa 1,000 biktima ng kalamidad"
