"label","headline"
"1"," ANG CHINA AY NAGLALAY NG CLAIM SA PINAKAMATATANG CHINATOWN NG MUNDO NA MATATAGPUAN SA PILIPINAS"
"0"," Joan Carling: Mula sa 'terorista' hanggang sa UN Champion of the Earth"
"1"," Mas gusto ng mga Pilipino na pasayahin ang mga batang bumaril ng mga hoop kaysa mga batang bumaril sa mga sundalo"
"0"," Nanalo ang Isabela bettor ng P7.8M lotto jackpot"
"1"," BREAK! Trillanes nanawagan ng Panibagong Edsa People Power Laban sa Duterte Administration!"
"1"," BREAKING: Ang Pangalawang Pangulo ng Pilipinas na si Leni Robredo ay panandaliang ikinulong sa Heathrow Airport"
"1"," Ipagbawal ng Pilipinas ang Pagbebenta ng White Rice?"
"1"," GOVERNOR RICK PERRY DRROWN, NUMBER OF GOP PRESIDENTIAL CANDIDATES TUMAAS SA 36"
"1"," Sa wakas! Ilang Infrastructure na itinayo sa Sulu at Basilan na ipinakita ni Duterte admin"
"0"," Extrajudicial killings: Nananatili ang kultura ng impunity"
"1"," Maaaring Harapin ang Pagkansela ng Pagsasalita ni Philippine VP Leni Robredo sa Washington, DC"
"0"," Komite ng Lacson na imbestigahan ang pagtaas ng mga pagpatay sa droga"
"0"," Ang paninindigan ng palasyo laban sa same-sex marriage ay pinapurihan"
"1"," Fil-Am Writer: PH President Duterte cussing not directed at US President Obama"
"1"," Ang pag-dubbing ng mga banyagang palabas sa TV sa #Tagalog ay nagpapakatanga sa mga manonood ng #Filipino"
"1"," Ilang saloobin sa katamaran ng mga Pilipino..."
"1"," Duterte: 'Mapapamura ka talaga sa laki ng problema ng droga sa bansa'"
"0"," 2 lalaki na iniugnay sa kaso ng kidnap arestado sa Zambo"
"1"," #BigasHindiBala: Kasalanan ba ng NPA Communists?"
"1"," Ang panawagan ni Bam Aquino para sa isang 'Tunay na Oposisyon' ay nagpapakita ng kawalan ng isa sa pulitika ng Pilipinas"
"0"," Simbahan: Pakinggan ang panawagan ni Pope Francis na pangalagaan ang kapaligiran"
"1"," Ang malungkot na kolonyal na mentalidad ng Philippine Opposition"
"0"," Ang reporma sa buwis ay sumasampal ng mas maraming gastos sa mahihirap"
"1"," Netizen, nagpahayag ng panghihinayang sa pagboto kay Robredo at itinanong kung bakit dalawang dalaga ang napatay, ngunit hindi sila pinansin ng media"
"1"," Nais ni Grace Poe na ipagbawal ang Facebok sa PH tulad sa China"
"0"," Ang mga babaeng magsasaka ng Ecija ay lumalaban para sa pagkakapantay-pantay"
"1"," LUMABAS ANG CNN ANCHOR DON LEMON : 'I AM A WHITE GAY BOY'"
"1"," Marawi mayor tells residents: Manatili sa loob ng bahay, manatiling mapagbantay"
"0","Seguridad, iba pang isyu cloud dream ng Mindanao Railway System"
"0"," Binawi ng 3 aides ni Kerwin Espinosa ang mga pahayag"
"0"," 'Oplan Tokhang' back nationwide"
"1"," #Bangsamoro 'peace' deal with #Philippines gov't prelude to more bloodshed?"
"1"," Kung ang imahe ng nanay mo ang nasira sa publiko, hindi ka ba magagalit?"
"0"," Hinimok ng grupo si Andanar na ilabas ang resulta ng NPO probe"
"1"," SI BOBBY JINDAL, ISINUSAD SI DONALD TRUMP PARA SA PLAGIARISM"
"0"," 'Susi ng pakikipagtulungan ng publiko sa seguridad sa kapaligiran'"
"1"," VOTE SMART (PHONE), VOTE FOR BINAY"
