"label","headline"
"1"," Ang mga News Network ay Tatawag sa US Presidential Elections sa Martes na Magsisimula sa Kanluran Patungo sa Silangan"
"1"," Kris Aquino, Magho-host ng Bagong Prime-time TV Show Sa ABS-CBN"
"1"," Ang bumubuo ng 'mga simbolo ng poot' ay nakasalalay sa kung sino ang sumulat ng kasaysayan"
"0","Nahihirapan ang mga magsasaka ng tabako habang bumababa ang presyo, tumataas ang buwis"
"1"," ANG PAMILYA NG ROBERTSON AY NAKADEMA SA CHRISTMAS ALBUM"
"0"," Nanumpa bilang alkalde ang bise alkalde ng Puerto Princesa"
"0"," Gawing 'santuwaryo' ang mga terminal ng transportasyon"
"0"," Iniimbestigahan ng Ombudsman ang yaman ng pamilya Duterte"
"0"," 11 terorista ang napatay sa mga welga ng AFP"
"1"," WORLD HOSPITALITY SURVEY: PHILIPPINES RANKS NUMBER ONE SA PINAKAMAINIT NA PAGPASALAMAT SA MGA BISITA"
"0"," Ang pagpapatalsik kay Carandang 'batay sa katotohanan, batas'"
"0"," Nakita ni Duterte ang paghubog ng pamumuno sa Kongreso"
"0"," Ang mga batang magsasaka ay umalis sa Japan para sa 3-taong agri exchange program"
"1"," Panoorin: Ang buong talumpati ni Duterte sa Abu Sayyaf, mga sundalo sa Basilan"
"0"," Pimentel: Martial law victims best proof vs Enrile lies"
"0"," Nakita ni Solon ang pagbabalik ng 'reign of terror' sa antidrug war"
"0"," Nanawagan ang mga estudyante para sa pambansang pagpapagaling, pagkakasundo"
"1"," Former President Aquino on $5-M reward for terrorist killed by SAF44: “Hindi na po natin alam kung nasan yun, hindi naman satin yun”"
"0"," Arestado ang suspek sa kidnapping at murder sa Lanao del Sur"
"1"," Panayam ni Sereno Sa BBC: Ano ang Nakita o Narinig ng Nagtatanong na Hindi Nakita ng Karamihan Sa Atin?"
"1"," Itinaas ang watawat ng matuwid na galit"
"1"," Si Mocha Uson ay magbibitiw bilang MTRCB Board Member"
"1"," Sino Ang Inilibing Ng Pamilya Marcos Sa Libingan Ng Mga Bayani?"
"0","Walang 'humanitarian crisis' sa Marawi"
"1"," BBM vs Leni: Comelec-Smartmatic binigay kay Sec. Si Abaya ay tumakbo para sa kanyang pera"
"1"," Filipinos to NoyNoy Aquino: Leave Our Manggang Hilaw Alone!"
"0"," Trillanes, gusto ni De Lima na maimbestigahan si Andanar"
"1"," Guillermina Arcillas na magsampa ng kaso laban kay Sen Trillanes dahil sa panunuhol sa kanya para tumestigo laban kay Pangulong Duterte"
"1"," Buong PH Iuugnay Ng Bridges; Tinanong ng mamamahayag na si Karen Davila ang Kalihim ng Pananalapi ng Pinakamahalagang Tanong"
"1"," Manny Pacquiao Nag-alok Upang Coach Senator Cayetano Sa Rift Kay Senator Trillanes"
"0"," Inihayag ni Enrile na ikakampanya niya si Binay, UNA"
"0"," True House minority ang grupong pinamumunuan ng Liberal Party ni Quimbo—Solon"
"1"," Sumama sa mga Blogger ang mga empleyado ng Senado Sa Ikalawang Araw ng Protesta ni De Lima"
"1"," ANG TOTOONG 'FIGHT OF THE CENTURY' AY NANGYARI NOONG 2011 SA PAGITAN NI FLOYD MAYWEATHER AT LARRY MERCHANT"
"0"," Pimentel bats para sa military training sa kolehiyo"
"0"," Walang legal flaws ang Bangsamoro law — Zubiri"
"0"," Ang ex-MWSS exec ay nagdemanda ng mahigit P26k"
"0"," Iniugnay ng Rappler ang kampanya ni Duterte 2016 sa ilang fake news"
"0"," What Went Before: Ang pagbebenta ng gov't stake sa Meralco sa Global 5000"
"1"," BILANG PINAG-UUTOS NG NORTH KOREA ANG PAGGUTOT NG MGA LALAKI, NAG-ISYU ANG PILIPINAS NG 'TAGALOG ONLY' RULE"
"0"," 40,000 Marawi evacuees ang nagdurusa sa mga emergency shelter"
"1"," MANNY PACQUIAO, TATAKBONG PRESIDENTE NG PILIPINAS SA 2016, RUNNINGMATE si TIM TEBOW"
"0"," Kinondena ng DepEd ang pagpatay sa admin officer; bumubuo ng fact-finding task force"
"1"," Ang pamamahayag ay hindi isang krimen ngunit ang ilang mga 'mamamahayag' ay talagang baluktot"
"0"," Nagsisimula na ang operasyon ng Grab sa Naga"
"1","""Mag-resign ka na!"" LOOK: Binatikos ng mga Duterte blogger si Spox Roque sa kanyang pro-mainstream media statement"
"0","PACC blasts Morales for shielding Aquino"
"0"," Ipinasara ng DENR ang 23 lugar ng pagmimina"
"1","Ang isang Pilipinas ba sa ilalim ni Pangulong Rodrigo Duterte ay mahuhulog sa Dark Ages?"
"0"," Sinibak ng Ombudsman si Degamo, sa pagkakataong ito ay dahil sa pondo ng intel"
"1"," HINIHINTAY ANG 'DIVINE SIGNAL' NA TATAKBO SA PRESIDENTE NG PILIPINAS"
"1"," Leaked Video Of Senator Trillanes' Press Conference: Once More, With Feeling"
"0"," Ang kapuri-puri na hakbang ng ATI ay magpapalakas ng edukasyon laban sa droga sa mga kabataan"
"1"," Ang mga tao ay dapat na makipag-usap nang higit pa tungkol sa Human Responsibility at mas kaunti tungkol sa ""mga karapatang pantao"""
"1"," Ito ay Opisyal: Donald Trump Quits!"
"1"," WATCH: Jordanian actress Mais Hamdam mocks Filipino English accent"
"1"," Pangarap ni Pangulong Aquino: EU Membership For The Philippines"
"0"," Hinimok ni Marcoses: Ilibing si Marcos sa bayan"
"1"," Kinasuhan ni Sereno si FT Hilbay ng Libel Dahil sa Pagtawag sa Kanya ng 'Lazy B*tch'"
"1"," Donald Trump: Kung Manalo si Duterte, Panalo Ako"
"1"," Paano Ipapatupad ng Estado ng Michigan ang Batas laban sa Sodomy"
"0"," Karagdagang mga flight para mapalakas ang turismo ng Siargao"
"1"," Nakipagpulong kay Sen. Antonio Trillanes IV ang Senador ng US na inakusahan ng pagpapabagsak sa gobyerno ng Venezuela"
"1","Ang isyu ng nasirang kultura ng #Philippines ay nananatiling may kaugnayan ngayon pagkatapos ng 25 taon!"
"0"," Ang mga grupong antiadmin ay naghahanda para sa anti-EJK prayer rally sa Linggo"
"0"," Change coming to DA, Pagcor, DPWH"
"1"," HOUSE SPEAKER JOHN BOEHNER NGAYON ISANG NANINIWALA NG GLOBAL WARMING"
"1","Ang Pinakamabilis na Paraan para Baguhin ang Konstitusyon ng Yellowtard na Anti-People ay sa pamamagitan ng isang Rebolusyonaryong Gobyerno"
"0"," Bill shortening processing of business permits okay na"
"0"," Philanthropy para sa equity at pagsasama"
"0"," Hindi hahanapin ang parusang kamatayan sa pagbaril sa paliparan sa Florida"
"0"," Nililinis ng mga imburnal ng Japan ang kanilang gawa gamit ang manhole art"
"1"," Pinag-isipan ni Leni Robredo ang Bagong Karera Pagkatapos niyang Bumaba bilang VP"
"0"," Pari, 2 iba pa, busted sa buy-bust sa Paniqui"
"0"," ERC chair na inakusahan ng mas maraming iregularidad"
"1"," #StopLumadKillings : AFP Pumatay Lumads, Manobo Refugee tells Roxas"
"0"," Inaangkin ng AFP ang pagpatay sa 54 na rebeldeng Moro sa Lanao del Sur"
"1"," Pinalitan ng Inquirer ang Carabao ng “Kabayo”"
"1"," LOOK: listahan ng mga senador na bumoto pabor sa pagpapalawig ng martial law hanggang Disyembre 2018."
"1"," Adobo Chronicles Exclusive: Davao City Mayor Sara Duterte Talks About Mariel And Leni"
"1","NAGSASALITA ANG MGA READERS NG ADOBO CHRONICLES: DUTERTE FOR PRESIDENT!"
"1"," Kailangang itigil ni Duterte ang pagpapagulo sa kanya ng mga dilaw at ilagay siya sa defensive"
"0"," DQd Poe pa rin sa balota"
"1"," LOOK: Kilo-kilo ng Shabu na natagpuan sa loob ng “Tuyo” boxes sa Las Piñas"
"1","OPISYAL NA PAGSASALIN SA ENGLISH NA VIDEO NI MAYOR RODRIGO DUTERTE"
"1"," Maaaring makulong ang supporter ni Robredo matapos umano itong magbanta na maglalagay ng bomba sa Luneta Park noong Abril 2 para guluhin ang pro-Duterte rally."
"1"," IPASA ANG BUCKET CAMPAIGN NA INILUNSAD UPANG LILIPAD ANG MGA MIYEMBRO NG WESTBORO BAPTIST CHURCH SA IRAQ"
"1"," LOOK: Gordon nagsampa ng Ethics Complaint vs Trillanes"
"1"," MGA REGULAR AT HINDI NAGTATRABAHO SA 2017"
"1"," Idineklara ng San Francisco ang Lahat ng Gay Bar Bilang Mga Makasaysayang Site"
"1"," PANOORIN! BISTADO NA KUNG SINO ANG LUMIKHA NG MAUTE GROUP SA PILIPINAS!"
"0"," Magdaraos ng pagsusulit ang Comelec sa 20 lugar"
"1"," LOOK: Inatake ng NPA ang Police Station sa Misamis"
"1"," Ang #Philippines ay nabigo na makamit ang marami bago, sa panahon, at PAGKATAPOS ng kolonisasyon ng Europa"
"1"," Hinaharang ng mga tagasuporta ni Aquino ang War on Drugs ni Duterte"
"0"," Pinangunahan ni Pimentel ang early birds sa tanggapan ng Comelec"
"1"," Belgica lambasts Ombudsman for investigating Bato: “Daming nakatambak na kaso sa inyo; Imbistigahan muna sina De Lima at PNoy”"
"0"," Lumalamig ang Metro Manila habang nagdadala ng baha si 'Domeng'"
"1"," Sa Mga Larawan: Pres Rody bilang rockstar sa Asean summit"
"1"," Isang Tao, Isang Boto: Adobo Chronicles' Day 21 Philippine Presidential Poll"
"1"," “Siya nanaman?” Ibinunyag ni Duterte ang bilyunaryong babae na nagpaplano ng imbestigasyon ng International Criminal Court laban sa kanya"
"0"," Kaalyado ni Aquino, itinulak ang paninirahan ni Arroyo bilang 'sub-jail'"
"0"," News Briefs: Binay naghahanap ng OsMak trial postponement"
"0"," Nagbabala ang opisyal ng China laban sa gumagapang na Islamisasyon"
"1"," NANGUNA ANG MISS JAPAN SA PAGTAYA SA LAS VEGAS UPANG MANALO NG MISS UNIVERSE TITLE"
"0"," Naghahanda ang mga opisyal ng Asean para sa Manila summit"
"0"," Kausapin kami, tanong ng mga pinuno ng Maranao kay Duterte"
"0"," Bumaba ng P7.8M ang net worth ni Robredo dahil sa Marcos poll protest"
"0","Nanalo si Carper, lumakas ang antiestablishment wave sa Delaware"
"0"," Ang mga biktima ng baha ay nakakakuha ng pagkain at tubig; kumakalat ang ulan sa Northeast"
"1"," Ibinunyag ng Danish na abogado ang iskandalo ng UN rights chief na nagsasabing kailangan ni Duterte ng psychiatric checkup"
"1"," Political Asylum Sa Pilipinas Inialok Sa Mga Amerikanong Gustong Tumakas sa Isang Panguluhang Donald Trump"
"0"," Nakilala ni Roxas ang mga kamag-anak ng SAF 44 ngunit walang mga sagot"
"0"," Voucher scheme: Lifeline ng mga mahihirap na estudyante tungo sa mas magandang edukasyon"
"1"," (ADOBO TOUR PART 3) CONFIRMED: VIGAN LONGGANIZA IS NOT VEGAN"
"0"," Paikot-ikot na brownout dahil sa Abra"
"0"," Ang mga mamamahayag ng 'lamok' ay bumati"
"0"," Walang mag-aaral na kukunin ng mga terorista"
"0","Nangako ang Palasyo na itulak laban sa mga rebeldeng NPA"
"1"," Robredo na piggyback sa war on drugs ni Duterte para makakuha ng media mileage"
"1"," Ad Hominem: Manila Newspaper Humingi ng Tawad Kay Senator De Lima Pagkatapos ng Banta Ng Demanda"
"0"," Pulis, sundalo upang makakuha ng pagtaas ng suweldo ngayong buwan"
"0"," Binanatan ng mga empleyado ng CAAP ang P5,000 'disincentive' pay"
"1"," WATCH: Bakit gustong kunin ni Duterte ang mga ari-arian ng Inquirer?"
"1","PRIDE MONTH: Ang mga Gay Filipino ay Nag-drop ng Dilaw Mula sa Rainbow Flag"
"0"," Inendorso ni Erap si Grace; Nag-rally ang mga Binay sa Makati"
"0"," Ang pag-asa ng bahay para kay Con-ass ay tumangging mamatay"
"1"," Sa ilalim ni Pangulong Gloria Arroyo sa kalagitnaan ng 2000s nagsimula ang mabagal na KAMATAYAN ng Yellowtardism"
"0"," MGA BALITA: Setyembre 9, 2018"
"1"," Gilas Pilipinas: Duterte Respond To Robredo"
"1"," Nilinaw ng Malacañang ang Half-Naked Ban"
"0"," Wanted: 4,000 recruit para sa SAF"
"1"," Si Trump ay May Huling Pagtawa: Nagbibiro Lang Ako Tungkol sa Lahat ng Aking Mga Pangako sa Kampanya"
"1"," Kapangahasan sa pagpuna sa #Davao city government"
"1"," FACEBOOK, GOOGLE, TWITTER, NAGBANTA NA MAG-SHUT DOWN"
"0"," Nagbabala ang UN na ang panganib ng taggutom ay totoo sa South Sudan"
