"label","headline"
"1"," SINASABI NG REPUBLICAN PRESIDENTIAL CANDIDATE RAND PAUL SIYA AY BAHAGI HISPANIC"
"1"," Prince Harry Upang Palitan si Emma Stone Bilang San Francisco Ginger Pride Parade Grand Marshall"
"0","Kumuha ng tetanus shots, sabi ng DOH sa mga nagpepenitensiya"
"0"," Libu-libo ang nakatapos ng drug rehab program"
"0"," Teo, Tulfo na haharap sa imbestigasyon ng Senado sa P60M-ad deal"
"0"," Naaalala ng mga kaanak ng mga biktima ng EJK ang mga mahal sa buhay sa QC Mass"
"0"," Hinimok ng gobyerno na gawing fully operational ang Clark, Subic airports"
"1"," Ang #Philippines: Isang napaka-sekswal na lipunan"
"0"," Ang 'con artist' na nahuli ng PNP ay parang Binay, Tugade, Año"
"1"," GILAS PILIPINAS TEAM NATALO SA CHINA; IYAK NG MGA PILIPINO: 'HOMETOWN DECISION!'"
"0"," Ilocos Norte mayor, empleyado, patay sa pamamaril"
"0"," 30 araw pang tulong sa trabaho sa mga lugar na tinamaan ng bagyo"
"1"," POPE FRANCIS, IPALAWANAN ANG PAGTITIPON KAY AQUINO SA PAGBISITA SA PILIPINAS"
"1"," Ang NAIA ng Maynila ay Papalitan ng Pangalan na 'NoyNoy Aquino International Airport'"
"1"," Raissa Robles Sabing Ligtas Na Siya Sa Kanyang Bansa Sa ilalim ni Duterte"
"0"," Mga Senador: Walang baril para sa mga lalaking DOJ"
"1"," Namatay ang Batang Sobrang Dedicated na Doktor Pagkatapos Magtrabaho ng 4 na Araw ng Tuwid"
"0"," 75th 'Araw ng Kagitingan' commemoration"
"1"," LOOK: Simple first birthday party ni Stonefish Duterte sa Davao City"
"0"," Makakaligtas kaya siya sa pagkapangulo? Sinabi ni Duterte na 'baka hindi'"
"1"," Iimbestigahan ng Senado ang Martial Law Book ni Raissa Robles"
"1"," LOOK: Bumiyahe si Pangulong Duterte via commercial flight mula Davao City papuntang Maynila"
"0"," Nabigo ang BoC na maabot ang target ng 1st semester"
"0","Ang PAO ay tumutulong sa pag-decongest ng mga kulungan"
"1"," Binago ang kasaysayan: DESPERADONG apela ni Cory Aquino para sa interbensyong militar ng US noong 1989!"
"0"," Mga matandang kalaban sa pulitika ngayon ay magkakaibigan na"
"1"," Ang mga biktima ng mga adik sa droga ay hindi nakakakuha ng mga 'trending' na hashtag tulad ng #JusticeForKian"
"0"," Ibinalik ng korte ang PNB exec"
"0"," Ang mga National ID ay dapat i-print ng GRPS – Blancaflor"
"0"," P15-million na pautang, isang tulong para sa mga magsasaka sa bayan ng Surigao"
"1"," Donald Trump To FilAm Dual Citizens: “Mas Mabuting Mamuhay Ka Sa Pilipinas”"
"1"," MGA PILIPINO MAS MABUTI KAYSA ATING MGA MAMAMAYAN COME 2016 OLYMPICS SA RIO DE JANEIRO"
"1"," 'Salamat kay Pangulong Duterte:' Nagpapasalamat ang Norwegian hostage kay Rody matapos palayain ng Abu Sayyaf"
"0"," Mas malakas na proteksyon ng mga OFW mula sa mga pang-aabuso, hinahangad na pang-aalipin"
"0"," Duterte cap on travels for gov't execs: 12 lang"
"0"," P3-bilyong budget ang tinitingnan ng Iloilo"
"0"," Hiniling ng PDEA sa mga courier firm na tumulong sa digmaan laban sa droga"
"1"," MALINIS ANG BUHOK NI DONALD TRUMP, PERO PAANO ANG KANYANG MAKEUP?"
"0"," Water monitoring system para sa Cebu"
"1"," WATCH: Bakit hindi dapat hamunin ni Trillanes si Zubiri ng laban sa susunod"
"1"," BREAKING: Si Senator Leila De Lima, Papalayain Ngayon sa Kulungan!"
"1"," DONALD TRUMP TINANGGI ANG Alok na DEBATE NG PAMBANSANG SAMAHAN PARA SA MGA KABABAIHAN"
"0"," Mga dahilan para palawigin ang batas militar"
"1"," MGA VEGETARIAN AT MGA KATOLIKO NA GULAT SA BAGONG PANANALIKSIK NA NAGKUMPIRMA NA MAY DAMDAMIN ANG MGA HALAMAN"
"0"," Gusto ni Orbos na permanenteng pinagtibay ang mga scheme ng trapiko sa holiday"
"1"," Maresolba sana ni Noynoy Aquino ang isyu sa pagpapalibing kay Marcos: pinalampas ang pagkakataon o sadyang pagpapabaya?"
"1"," BREAKING: ICC, Ibinasura ang Reklamo ni Trillanes Laban kay Duterte"
"1"," Gordon, ang bagong Senate Committee on Justice chairman!"
"0"," Hindi ibibigay ng MILF ang mga lalaki"
"0"," Ang mga grupong sektoral ay sumali sa peace caravan, lumagda sa manifesto sa Hacienda Luisita"
"0"," Nagpiyansa si Aquino bago ang arrest order"
"0","Talo ang DFA sa arbitration case dahil sa passport deal"
"0"," Too little, too late, sabi ni Aguirre ng freeze sa pondo ng drug lord"
"1"," Babaeng nanampal sa isang taxi driver sa isang viral na video ay nagsulat ng isang bukas na liham sa kanyang mga haters: Mayroon akong problema sa pamamahala ng galit, mangyaring unawain ako"
"1"," Maghangad ng mataas, mangarap ng malaki! Magtakda ng world-class na pamantayan para sa susunod na Presidente!"
"0"," Walang kompromiso sa badyet – Palasyo"
"0"," 16 kinasuhan sa nadiskubreng 'shabu lab' ng Catanduanes"
"0"," Nalulugi ang mga mangangalakal ng China sa gitna ng mga parusa ng North Korea"
"1"," Ibinaba ang 'SELFIES' MULA SA MENTAL DISORDER tungo sa POTENSIAL LIFE SAVER"
"1"," 3 pangunahing punto sa pagtatanggol sa ""gera kontra droga"" ni Duterte"
"0"," Pagkatapos ni Abalos, nag-clear si Neri sa NBN deal"
"1"," Ilipat ang Pokémon Go, Here Comes Poke Go"
"1"," Panoorin: Ipinarada ng USAFFE ang 17 kabaong bilang protesta laban kay Duterte"
"0"," Mga Obispo: Maging mapagbantay laban sa banta ng terorismo"
"0"," LOOK: Isang manga base kay Jose Rizal"
"1"," MANNY PACQUIAO NAG-AANNOUNCE NG RETIREMENT, FANS EXPRESS SHOCK"
"0"," 'Golag' para magsilbi sa Laguna commuters sa lalong madaling panahon"
"1"," IMINUMUNGKOL NG ONE-CHILD POLICY ANG PANGULONG BINAY PARA SA PILIPINAS"
"1"," Pero bakit Tagalog? @paulfarol"
"0"," Paper-less policy sa Makati City Hall"
"1"," Si Ivanka Trump ay Nag-donate ng Bagong Binili na Alahas Sa Clinton Campaign"
"0"," Sinisiguro ng Meralco ang 24/7 'Undas' service"
